name,N,CSF1PO allele count,D13S317 allele count,D16S539 allele count,D18S51 allele count,D19S433 allele count,D21S11 allele count,D2S1338 allele count,D3S1358 allele count,D5S818 allele count,D7S820 allele count,D8S1179 allele count,FGA allele count,TH01 allele count,TPOX allele count,vWA allele count,CSF1PO sum allele freq,D13S317 sum allele freq,D16S539 sum allele freq,D18S51 sum allele freq,D19S433 sum allele freq,D21S11 sum allele freq,D2S1338 sum allele freq,D3S1358 sum allele freq,D5S818 sum allele freq,D7S820 sum allele freq,D8S1179 sum allele freq,FGA sum allele freq,TH01 sum allele freq,TPOX sum allele freq,vWA sum allele freq
GT38081+TT50700,2p,4,2,1,4,2,3,3,3,3,3,3,3,2,3,2,0.9709,0.5942,0.3144,0.3947,0.6163,0.3296,0.2992,0.7216,0.536,0.5831,0.3726,0.4654,0.5804,0.8269,0.4847
GT38081+TT51680,2p,3,2,2,3,3,3,3,3,2,3,3,3,2,2,3,0.7507,0.5942,0.6288,0.2908,0.6869,0.3476,0.1732,0.7216,0.5305,0.5831,0.4363,0.3656,0.4294,0.777,0.6869
GT38081+C69C,2p,3,2,3,4,3,3,2,3,3,3,3,4,2,3,4,0.7507,0.5942,0.5041,0.5208,0.5415,0.3476,0.2909,0.6177,0.8865,0.5831,0.446,0.6704,0.5804,0.8269,0.7797
GT38083+MT94880,2p,2,4,4,3,4,3,3,3,2,4,4,4,2,3,3,0.5803,0.7881,0.8102,0.4196,0.6938,0.644,0.3324,0.59,0.7438,0.7728,0.5402,0.615,0.5388,0.9044,0.4931
GT38083+MT97155,2p,3,3,3,2,2,4,3,3,2,2,3,4,2,2,4,0.662,0.4626,0.288,0.2728,0.3684,0.734,0.3615,0.59,0.7438,0.3116,0.536,0.5125,0.4405,0.6523,0.7908
GT38083+TT51698,2p,3,3,4,3,2,3,4,2,2,4,3,3,1,3,3,0.8892,0.4626,0.8102,0.4196,0.3684,0.644,0.4529,0.4834,0.7438,0.7728,0.536,0.41,0.3449,0.9044,0.5886
GT38083+TT51702,2p,2,4,4,4,4,4,3,4,3,3,4,3,2,3,2,0.5803,0.7881,0.8102,0.4737,0.4542,0.536,0.2133,0.8282,0.7992,0.5166,0.7022,0.41,0.464,0.9044,0.3878
GT38083+C91C,2p,3,3,4,3,3,4,4,3,3,3,4,3,2,3,3,0.8892,0.4626,0.8102,0.4196,0.6232,0.6301,0.392,0.6344,0.7466,0.5678,0.5692,0.41,0.4405,0.9044,0.5886
GT38086+GT38095,2p,2,2,3,4,3,4,4,3,2,2,4,4,3,3,3,0.5803,0.3158,0.7354,0.3324,0.7728,0.716,0.4973,0.7216,0.4294,0.3643,0.6329,0.4031,0.7743,0.8269,0.302
GT38086+MT94815,2p,3,2,4,4,3,3,4,4,3,2,4,4,3,2,3,0.8892,0.3463,0.8988,0.4377,0.6731,0.5567,0.5776,0.8726,0.7854,0.4155,0.7036,0.5043,0.7743,0.5748,0.3989
GT38086+MT94853,2p,3,2,3,4,2,4,4,3,4,3,3,4,3,3,4,0.8892,0.385,0.7354,0.381,0.6163,0.716,0.4294,0.5997,0.9281,0.5595,0.6634,0.5306,0.7743,0.6164,0.6011
GT38086+MT97145,2p,2,2,2,3,2,3,4,3,3,3,3,4,3,3,3,0.5803,0.3116,0.421,0.2203,0.6163,0.3005,0.4474,0.5997,0.5721,0.6205,0.6634,0.4862,0.7743,0.7022,0.4003
GT38086+MT97166,2p,4,1,2,4,2,3,3,2,4,2,3,3,3,2,4,0.9709,0.2687,0.421,0.4529,0.6163,0.5567,0.4571,0.4487,0.9281,0.3269,0.6634,0.3075,0.7743,0.5748,0.6011
GT38086+TT51679,2p,2,2,3,3,4,3,4,3,3,2,3,3,3,2,3,0.5803,0.385,0.5844,0.2937,0.8434,0.3033,0.4876,0.5553,0.7854,0.3643,0.5304,0.3782,0.7743,0.5748,0.482
GT38086+UT58310,2p,3,2,2,3,4,3,3,3,2,3,3,4,2,3,4,0.8892,0.385,0.421,0.2937,0.7437,0.5567,0.3768,0.7216,0.4294,0.4709,0.6634,0.2784,0.4294,0.8269,0.6828
GT38086+Y1,2p,3,2,3,3,3,3,4,3,2,2,3,3,3,4,3,0.8892,0.5942,0.7354,0.187,0.6731,0.3725,0.3754,0.5553,0.4294,0.3643,0.6011,0.3782,0.7743,0.9543,0.4003
GT38086+ZT81381,2p,3,3,3,4,2,3,3,3,4,3,2,4,3,3,4,0.8892,0.4321,0.4778,0.302,0.6163,0.5567,0.4571,0.7216,0.9281,0.5083,0.4972,0.5306,0.525,0.7022,0.6011
GT38086+C21C,2p,2,2,3,4,4,3,3,3,2,2,2,4,3,2,4,0.5803,0.3892,0.5844,0.4419,0.8088,0.5567,0.374,0.5553,0.4294,0.187,0.4972,0.5306,0.7743,0.5748,0.6011
GT38087+TT50698,2p,2,3,3,3,2,3,4,3,2,2,3,4,3,3,3,0.5803,0.7147,0.6856,0.2978,0.6163,0.583,0.4294,0.6344,0.7438,0.4238,0.5734,0.4307,0.5596,0.8269,0.5886
GT38087+WT52477,2p,2,4,4,4,2,3,3,3,3,3,3,3,3,3,3,0.5803,0.7923,0.5609,0.3796,0.6163,0.3185,0.374,0.5997,0.7992,0.5831,0.572,0.3699,0.7743,0.8269,0.59
GT38087+C64C,2p,2,3,4,4,3,1,2,4,3,4,3,4,3,3,3,0.5803,0.7147,0.849,0.4488,0.6523,0.2022,0.2715,0.741,0.8865,0.7271,0.5734,0.5486,0.6995,0.7022,0.4931
GT38089+MT97141,2p,3,3,3,4,2,3,4,3,3,3,3,3,3,3,3,0.8892,0.7105,0.7922,0.5056,0.4113,0.583,0.5499,0.5997,0.7854,0.4584,0.5997,0.3865,0.7743,0.7022,0.3989
GT38089+OT07803,2p,2,3,3,4,3,3,4,3,2,4,2,3,4,4,4,0.5291,0.7105,0.7922,0.5568,0.7728,0.583,0.4419,0.4958,0.7438,0.7881,0.3628,0.518,0.7535,0.9543,0.7797
GT38089+ZT81382,2p,3,3,3,3,4,3,4,2,3,3,2,3,4,3,3,0.6108,0.6371,0.5346,0.4432,0.7963,0.583,0.5624,0.3892,0.7992,0.5678,0.4972,0.507,0.8699,0.7022,0.4958
GT38089+C09C,2p,2,3,4,4,3,4,4,3,3,3,3,2,2,2,4,0.5291,0.6718,0.8988,0.5748,0.7728,0.673,0.5679,0.4958,0.8865,0.6288,0.536,0.3837,0.5388,0.6523,0.6814
GT38089+C55C,2p,2,3,4,3,3,3,4,3,3,3,2,2,2,3,2,0.5291,0.7105,0.6412,0.4183,0.7728,0.4598,0.4017,0.5997,0.8865,0.6288,0.4058,0.3837,0.5388,0.7022,0.2936
GT38091+MT94826,2p,2,2,2,4,3,2,4,3,2,3,2,4,3,3,2,0.669,0.4418,0.6288,0.5056,0.6731,0.3545,0.295,0.5553,0.5305,0.6052,0.4972,0.4696,0.4086,0.6939,0.4861
GT38091+MT94834,2p,3,2,2,3,3,4,4,3,3,4,4,4,2,3,3,0.8892,0.4031,0.6288,0.3713,0.6398,0.716,0.5305,0.7216,0.7854,0.5692,0.5873,0.5235,0.2895,0.4211,0.5886
GT38091+MT94883,2p,2,3,2,3,3,2,4,2,2,3,4,3,3,4,2,0.669,0.6413,0.6288,0.266,0.6869,0.3545,0.3698,0.4487,0.7438,0.4348,0.6759,0.4654,0.6344,0.946,0.4861
GT38091+MT97141,2p,3,2,3,3,3,2,3,2,2,4,3,4,3,4,3,0.8892,0.4418,0.7922,0.3713,0.7728,0.3545,0.3324,0.3615,0.4294,0.6024,0.5997,0.5208,0.525,0.7438,0.482
GT38091+C46C,2p,2,2,4,2,2,3,2,2,2,3,3,4,2,3,2,0.669,0.3684,0.8988,0.248,0.6163,0.5138,0.2299,0.4487,0.5305,0.5678,0.6634,0.4862,0.2895,0.6939,0.3878
GT38092+UT58334,2p,3,4,2,4,3,3,3,4,4,4,3,3,4,2,4,0.7507,0.5623,0.3712,0.3879,0.6869,0.2797,0.4086,0.8726,0.9419,0.7881,0.6011,0.3823,0.8934,0.5748,0.5028
GT38092+WA29583,2p,3,3,4,4,2,3,3,3,3,4,3,4,4,2,3,0.6829,0.4502,0.7036,0.5541,0.6163,0.3725,0.3795,0.6621,0.5859,0.6759,0.5304,0.4793,0.8934,0.5665,0.59
GT38092+WT51373,2p,3,3,3,4,2,3,4,3,3,4,4,4,3,2,3,0.8892,0.6718,0.5346,0.5429,0.6163,0.4335,0.5264,0.6621,0.5541,0.6759,0.7396,0.561,0.5596,0.777,0.59
GT38092+C100C,2p,2,2,3,3,2,4,3,2,4,3,3,3,4,2,4,0.669,0.4031,0.5346,0.4086,0.6163,0.6467,0.4211,0.5111,0.9419,0.4709,0.6634,0.2272,0.8934,0.6523,0.6939
GT38092+C75C,2p,3,3,3,4,2,4,4,4,4,4,3,3,3,2,3,0.6745,0.4502,0.5346,0.579,0.6163,0.716,0.482,0.8282,0.9419,0.7881,0.6634,0.3116,0.6995,0.777,0.5083
GT38092+C96C,2p,4,3,3,2,3,4,2,2,3,3,2,3,3,3,3,0.9709,0.5194,0.6856,0.2701,0.7728,0.5858,0.3061,0.5111,0.5859,0.4709,0.4972,0.3823,0.6995,0.9044,0.59
GT38093+UT57318,2p,3,2,1,3,2,3,4,3,3,3,2,4,3,2,3,0.7507,0.5942,0.3144,0.3948,0.6163,0.3739,0.4557,0.7216,0.4848,0.6052,0.4972,0.6413,0.7743,0.777,0.59
GT38093+WT52490,2p,3,3,1,4,2,3,3,3,3,3,3,3,3,2,3,0.8892,0.7147,0.3144,0.4018,0.6163,0.5318,0.3352,0.6344,0.4848,0.6052,0.5997,0.4626,0.7743,0.6523,0.5775
GT38093+C29C,2p,2,3,2,4,3,3,3,3,4,2,2,4,3,2,3,0.669,0.6413,0.421,0.5001,0.4681,0.5747,0.4474,0.59,0.9281,0.4002,0.4958,0.4599,0.5485,0.777,0.6869
GT38094+GT38107,2p,3,3,3,3,2,3,3,3,2,3,4,2,3,3,3,0.8892,0.4889,0.7922,0.4322,0.6163,0.2839,0.3075,0.6177,0.7438,0.5831,0.7022,0.1606,0.676,0.7022,0.3989
GT38094+PT86478,2p,2,3,2,4,3,4,3,4,2,3,4,4,3,2,3,0.5291,0.446,0.4778,0.453,0.6232,0.4861,0.2895,0.7687,0.4114,0.4709,0.7036,0.3892,0.676,0.5748,0.3989
GT38094+Y31,2p,3,4,4,3,2,4,3,3,2,3,4,4,4,3,3,0.6108,0.5623,0.8185,0.3961,0.6163,0.6093,0.2604,0.6177,0.7438,0.5319,0.7673,0.5443,0.6843,0.7022,0.5775
GT38095+MT94835,2p,4,4,3,4,4,3,4,2,2,2,3,4,2,2,3,0.6717,0.7576,0.6468,0.3684,0.7963,0.5401,0.4197,0.4239,0.7438,0.4612,0.2119,0.4875,0.4405,0.777,0.4806
GT38095+MT94848,2p,2,3,2,2,4,2,2,3,3,3,4,4,2,4,4,0.5803,0.6413,0.6288,0.1523,0.8296,0.4418,0.2258,0.7216,0.8865,0.5083,0.6329,0.3657,0.464,0.8685,0.5997
GT38095+TT51696,2p,4,4,3,3,2,3,3,3,2,3,4,2,2,3,3,0.9709,0.7576,0.7922,0.2908,0.518,0.644,0.3408,0.59,0.5305,0.5083,0.3172,0.2299,0.5804,0.8186,0.4806
GT38095+UA16918,2p,3,3,3,4,3,4,3,2,2,3,3,3,3,2,3,0.662,0.6413,0.7354,0.4695,0.7728,0.6038,0.4114,0.5111,0.7438,0.6205,0.3033,0.3642,0.7743,0.777,0.4806
GT38095+C18C,2p,2,3,2,4,3,3,4,1,2,2,4,4,2,2,3,0.5803,0.6413,0.6288,0.3767,0.5748,0.4473,0.4433,0.2729,0.7438,0.3643,0.6329,0.4875,0.5804,0.777,0.3989
GT38095+C69C,2p,3,3,4,4,3,3,3,2,3,3,4,3,1,3,3,0.8892,0.6413,0.8185,0.4003,0.5415,0.5318,0.4114,0.3795,0.8865,0.6288,0.4792,0.4086,0.3449,0.8269,0.3989
GT38097+JT51211,2p,2,3,2,3,3,3,3,2,2,3,2,4,2,1,2,0.5803,0.4847,0.421,0.3241,0.5886,0.5567,0.2964,0.3615,0.7438,0.5166,0.4321,0.3795,0.5804,0.5249,0.4847
GT38097+MT94883,2p,1,4,3,2,3,3,2,3,2,4,3,3,3,2,3,0.3601,0.7576,0.7354,0.1884,0.6869,0.5567,0.1399,0.5997,0.7438,0.6398,0.5083,0.41,0.7743,0.777,0.6869
GT38097+MT97126,2p,2,3,4,2,3,3,4,4,1,3,4,3,2,2,3,0.5803,0.7105,0.8988,0.3047,0.6869,0.5567,0.3602,0.8726,0.3878,0.5083,0.7659,0.4544,0.5804,0.777,0.5886
GT38097+MT97199,2p,2,3,3,1,1,3,3,2,2,3,4,4,2,3,2,0.669,0.7105,0.7354,0.1704,0.3615,0.644,0.2604,0.3615,0.7438,0.6052,0.7022,0.5333,0.5804,0.9044,0.4847
GT38097+TT51683,2p,2,4,2,3,1,3,4,3,2,4,2,4,3,2,3,0.5803,0.7534,0.421,0.3616,0.3615,0.644,0.3186,0.6344,0.5305,0.6759,0.4321,0.6594,0.6995,0.6523,0.5775
GT38097+UT57287,2p,3,4,4,2,2,3,4,3,1,4,3,2,2,2,2,0.8892,0.7881,0.8988,0.284,0.518,0.644,0.2909,0.5997,0.3878,0.7728,0.5083,0.2757,0.5804,0.5665,0.4847
GT38097+C02C,2p,2,3,4,2,2,3,4,3,3,4,3,4,2,1,2,0.669,0.4889,0.7922,0.3047,0.3975,0.583,0.4308,0.6344,0.8865,0.6759,0.5083,0.3809,0.5804,0.5249,0.4847
GT38097+C68C,2p,3,4,2,2,2,3,4,3,3,4,4,3,4,2,3,0.662,0.831,0.421,0.3089,0.518,0.5747,0.3602,0.6344,0.7507,0.7728,0.7022,0.3256,0.7951,0.6523,0.6869
GT38097+C81C,2p,2,3,3,3,3,4,4,4,3,4,3,4,3,2,3,0.5803,0.5623,0.5844,0.4557,0.6218,0.6703,0.4405,0.8726,0.5859,0.6329,0.5983,0.615,0.7743,0.6523,0.5775
GT38097+C94C,2p,2,4,4,3,3,4,4,3,2,3,3,3,3,3,2,0.5803,0.6094,0.8988,0.3449,0.7728,0.6662,0.482,0.5997,0.7438,0.5083,0.5983,0.4544,0.676,0.9044,0.4847
GT38098+JT52346,2p,4,3,1,3,4,4,4,2,2,3,4,4,3,3,4,0.8989,0.7105,0.3144,0.4322,0.4944,0.716,0.518,0.4487,0.7438,0.5831,0.3795,0.6704,0.7743,0.8186,0.6828
GT38098+WT52480,2p,3,2,2,3,3,3,2,3,3,3,3,2,4,3,4,0.8892,0.5942,0.421,0.4086,0.4376,0.5567,0.2881,0.6621,0.7992,0.5595,0.5997,0.3837,0.7535,0.8269,0.5028
GT38098+C44C,2p,3,3,1,3,4,3,4,2,2,4,3,4,3,2,3,0.6108,0.7105,0.3144,0.3754,0.4736,0.644,0.5139,0.3892,0.7438,0.7881,0.4377,0.6704,0.7743,0.777,0.5083
GT38098+C99C,2p,3,1,2,3,4,3,4,3,2,4,4,3,3,2,3,0.8892,0.2687,0.6288,0.4322,0.6924,0.644,0.5651,0.5997,0.7438,0.5941,0.4391,0.507,0.7743,0.777,0.313
GT38100+OT07767,2p,2,3,4,3,3,2,4,2,3,3,3,4,3,2,2,0.4418,0.7147,0.849,0.3574,0.6731,0.4418,0.5624,0.4487,0.8865,0.6205,0.2119,0.3642,0.7743,0.6523,0.4847
GT38100+UT57299,2p,3,3,3,4,3,3,3,2,3,3,4,2,3,3,3,0.5858,0.6718,0.5346,0.5748,0.2368,0.644,0.3283,0.4487,0.8865,0.5595,0.6329,0.313,0.7743,0.9044,0.5886
GT38100+C15C,2p,2,3,4,4,2,4,2,2,3,4,3,3,4,2,3,0.669,0.6718,0.849,0.5333,0.1274,0.6662,0.2909,0.3171,0.8865,0.7271,0.4653,0.3919,0.8699,0.6523,0.6869
GT38106+TT51679,2p,3,3,3,3,3,4,3,4,2,3,4,4,3,1,3,0.8892,0.5055,0.7922,0.4308,0.234,0.4058,0.3726,0.8282,0.7438,0.5166,0.5692,0.6594,0.7743,0.5249,0.4931
GT38106+C06C,2p,3,3,2,2,4,3,4,4,2,3,3,3,2,2,3,0.543,0.7147,0.6288,0.2811,0.5817,0.5069,0.41,0.741,0.7438,0.5678,0.374,0.4544,0.5388,0.777,0.4114
GT38106+C12C,2p,3,3,4,3,2,3,3,2,2,4,3,3,2,1,3,0.8892,0.4363,0.7617,0.3948,0.1634,0.5069,0.4626,0.4834,0.7438,0.7728,0.536,0.3574,0.5388,0.5249,0.4931
GT38106+C38C,2p,2,3,2,3,4,3,4,3,2,3,2,4,3,3,3,0.5291,0.5055,0.6288,0.4086,0.7797,0.3767,0.536,0.6344,0.7438,0.5678,0.2064,0.5443,0.6344,0.7022,0.4931
GT38106+C90C,2p,2,3,4,2,3,4,3,2,2,3,4,3,2,1,3,0.5291,0.7147,0.7036,0.2811,0.5249,0.5969,0.4446,0.4834,0.7438,0.5166,0.6122,0.4654,0.5388,0.5249,0.41
GT38107+C31C,2p,3,3,2,3,3,3,3,4,2,3,4,3,3,3,4,0.8892,0.3144,0.6288,0.4405,0.7728,0.5401,0.3795,0.8282,0.4432,0.4197,0.7659,0.2631,0.676,0.9044,0.6842
GT38107+C41C,2p,2,3,3,4,3,4,3,3,2,2,3,3,2,3,3,0.669,0.7147,0.6856,0.417,0.6869,0.7423,0.3075,0.6177,0.7438,0.4155,0.3726,0.4626,0.4405,0.9044,0.482
GT38108+WT51381,2p,2,3,3,3,3,3,3,4,3,2,3,3,3,3,2,0.5803,0.7147,0.7354,0.338,0.6731,0.5747,0.2133,0.8282,0.7507,0.4002,0.4653,0.4182,0.7743,0.9044,0.3075
GT38108+C43C,2p,3,3,4,3,3,4,3,3,2,3,2,3,4,3,3,0.8892,0.7147,0.7922,0.3948,0.6232,0.4806,0.2964,0.5553,0.7438,0.5595,0.4321,0.41,0.8934,0.8269,0.6869
GT38114+MT97126,2p,2,3,3,3,2,3,3,3,3,3,3,3,2,2,3,0.5803,0.6718,0.4958,0.4044,0.3254,0.5567,0.3768,0.7216,0.7507,0.3989,0.6634,0.41,0.5804,0.777,0.5886
GT38114+MT97152,2p,3,4,3,3,2,3,3,3,4,3,3,3,3,2,3,0.8892,0.5707,0.4958,0.3837,0.6163,0.4681,0.4474,0.5997,0.8934,0.3615,0.572,0.4363,0.6579,0.777,0.59
GT38114+TT51689,2p,2,4,4,4,3,3,4,2,2,3,2,3,3,2,4,0.5803,0.7923,0.6024,0.518,0.4348,0.644,0.5679,0.4834,0.3629,0.4501,0.4958,0.4363,0.7743,0.777,0.7908
GT38114+UT58317,2p,3,3,4,3,3,1,4,2,4,4,3,3,3,1,3,0.8892,0.4502,0.6024,0.3837,0.7728,0.2825,0.4973,0.4487,0.8934,0.5429,0.6634,0.4363,0.6344,0.5249,0.4931
GT38114+C34C,2p,3,3,3,3,3,2,3,3,4,4,2,3,2,2,3,0.59,0.6718,0.4958,0.3477,0.3268,0.4847,0.4474,0.59,0.8934,0.3657,0.4958,0.3656,0.5804,0.777,0.4806
GT38114+C70C,2p,3,3,4,3,2,3,3,3,3,4,2,3,2,2,4,0.8892,0.6718,0.5526,0.3477,0.6163,0.644,0.3352,0.7216,0.7507,0.5055,0.4958,0.3546,0.5388,0.777,0.7908
GT38119+MT94833,2p,2,3,1,3,3,4,3,4,3,3,3,3,2,3,3,0.669,0.7105,0.3144,0.3837,0.5886,0.655,0.4571,0.3975,0.7466,0.6288,0.6011,0.518,0.5388,0.9044,0.5069
GT38119+TT51682,2p,1,2,1,3,3,3,4,2,2,2,3,3,2,2,4,0.3089,0.1634,0.3144,0.428,0.5886,0.3905,0.5305,0.1232,0.7438,0.3726,0.536,0.518,0.5804,0.6523,0.7908
GT38119+TT51702,2p,2,3,2,2,3,4,4,3,3,2,3,4,2,3,3,0.669,0.7105,0.6288,0.2009,0.2423,0.3947,0.4114,0.3614,0.7992,0.3726,0.5997,0.6704,0.464,0.9044,0.6869
GT38119+UT57318,2p,2,3,2,3,4,4,4,4,3,3,3,2,1,3,4,0.3906,0.7105,0.6288,0.3477,0.8434,0.5844,0.4654,0.6343,0.7992,0.6288,0.6011,0.3837,0.3449,0.9044,0.7922
GT38119+WT52486,2p,1,2,1,3,3,3,3,3,2,2,3,2,2,2,3,0.3089,0.4418,0.3144,0.3754,0.5886,0.583,0.4571,0.3961,0.7438,0.4238,0.5097,0.3837,0.5388,0.6523,0.6869
GT38119+Y10,2p,2,3,1,3,3,4,3,3,3,2,3,3,2,2,4,0.3906,0.5623,0.3144,0.4044,0.5886,0.673,0.4571,0.3614,0.8865,0.3116,0.6011,0.518,0.5388,0.6523,0.6011
GT38119+Y31,2p,2,2,3,2,4,3,3,3,2,2,4,2,2,3,4,0.3906,0.1939,0.6551,0.2576,0.8434,0.583,0.3449,0.3614,0.7438,0.3726,0.7673,0.3837,0.3532,0.7022,0.7797
GT38119+C01C,2p,2,2,2,3,4,4,3,4,2,3,2,4,3,3,2,0.669,0.4418,0.6288,0.3961,0.5054,0.6121,0.392,0.6343,0.7438,0.4003,0.4335,0.615,0.7743,0.9044,0.403
JA44327+UA16894,2p,3,2,3,3,4,3,4,3,2,3,3,4,4,2,3,0.8892,0.4031,0.6856,0.3449,0.8434,0.3296,0.518,0.7216,0.7438,0.6052,0.5983,0.6413,0.6593,0.777,0.6869
JA44327+Y12,2p,3,3,3,3,3,4,3,3,3,2,3,3,4,2,2,0.8892,0.5236,0.5346,0.4432,0.439,0.4196,0.2673,0.7216,0.8865,0.4002,0.6634,0.518,0.6593,0.777,0.403
JA44327+Y3,2p,3,3,2,4,3,3,4,3,2,4,2,4,3,2,3,0.8892,0.5236,0.3712,0.4695,0.6869,0.4528,0.4501,0.6177,0.7438,0.7271,0.4958,0.5706,0.3144,0.777,0.6869
JA44327+C10C,2p,2,4,3,3,3,4,4,2,2,3,3,3,4,2,2,0.5803,0.7923,0.6856,0.4515,0.6869,0.4625,0.518,0.5111,0.5305,0.4279,0.6634,0.4917,0.7009,0.777,0.403
JA44327+C15C,2p,3,2,3,4,3,4,3,4,2,3,2,3,4,2,3,0.8892,0.4031,0.6856,0.5208,0.4889,0.3947,0.4155,0.8282,0.7438,0.5678,0.4958,0.4182,0.4516,0.777,0.6869
JM28315+WT51358,2p,3,3,2,4,2,3,3,4,2,3,3,3,2,4,3,0.8892,0.6718,0.27,0.2853,0.6163,0.5138,0.2577,0.741,0.4114,0.3989,0.5097,0.3338,0.5388,0.471,0.59
JM28315+WT52471,2p,3,3,3,4,3,3,2,4,2,4,3,4,3,3,2,0.8892,0.6718,0.5844,0.5222,0.554,0.464,0.1427,0.741,0.7438,0.7881,0.5997,0.4571,0.6995,0.2189,0.4847
JM28315+WT52480,2p,3,3,2,2,2,3,2,3,3,4,2,3,3,3,4,0.8892,0.6718,0.27,0.2604,0.4321,0.5138,0.2078,0.6344,0.7992,0.7645,0.4335,0.4626,0.5596,0.6164,0.6814
JM28315+C100C,2p,3,2,2,3,1,3,3,2,2,4,3,3,3,4,3,0.8892,0.4031,0.27,0.3989,0.3615,0.5318,0.4059,0.4834,0.7438,0.6759,0.5997,0.3338,0.7743,0.7438,0.5886
JM28315+C55C,2p,3,4,3,3,1,3,3,3,2,3,3,2,1,3,2,0.8892,0.7881,0.3268,0.4308,0.3615,0.644,0.2161,0.7216,0.4987,0.6205,0.5097,0.2839,0.3449,0.6164,0.4847
JT51178+MT97192,2p,3,3,3,4,3,3,3,1,3,4,4,4,1,2,3,0.662,0.6413,0.7922,0.3851,0.7728,0.644,0.392,0.2729,0.8865,0.6024,0.6745,0.2604,0.3449,0.6523,0.59
JT51178+Y7,2p,3,4,3,4,3,2,2,3,2,4,4,4,2,2,2,0.6108,0.5526,0.5844,0.4239,0.7728,0.4418,0.2355,0.5305,0.7438,0.6634,0.7659,0.2493,0.464,0.5665,0.4861
JT51178+C97C,2p,4,4,3,4,1,3,3,2,2,4,3,3,2,3,3,0.9709,0.5139,0.7922,0.4849,0.3615,0.644,0.3408,0.4834,0.7438,0.6634,0.3449,0.1661,0.464,0.9044,0.5789
JT51211+MT94834,2p,2,4,3,4,4,3,4,3,2,3,4,4,4,3,3,0.5803,0.5623,0.7354,0.4474,0.6121,0.4335,0.5596,0.6621,0.3976,0.313,0.5222,0.3143,0.8699,0.9044,0.5886
JT51211+C09C,2p,3,4,3,3,3,4,3,3,2,3,3,4,3,1,2,0.8892,0.5623,0.7354,0.277,0.5886,0.6467,0.3795,0.4958,0.4987,0.5166,0.536,0.4875,0.7743,0.5249,0.3878
JT51211+C24C,2p,3,4,4,3,4,4,3,2,1,4,2,4,2,2,2,0.8892,0.5623,0.5041,0.1939,0.8434,0.4016,0.4446,0.3892,0.356,0.7728,0.4321,0.4875,0.5804,0.777,0.4847
JT51211+C28C,2p,2,3,3,3,3,2,3,3,2,4,3,3,3,1,1,0.5803,0.2797,0.5844,0.288,0.2839,0.2742,0.4446,0.5997,0.4114,0.7728,0.5983,0.2825,0.676,0.5249,0.2839
JT51211+C48C,2p,3,4,2,3,3,3,3,3,3,3,3,4,3,2,2,0.662,0.7534,0.421,0.2673,0.4819,0.3033,0.3795,0.6621,0.7507,0.4709,0.5983,0.2534,0.6995,0.777,0.3878
JT51211+C71C,2p,2,3,2,3,3,4,4,2,3,3,3,4,3,1,3,0.5803,0.4847,0.421,0.2922,0.4819,0.5318,0.4086,0.4239,0.8865,0.4709,0.4653,0.3061,0.7743,0.5249,0.4875
JT52345+MT97186,2p,3,3,2,4,3,2,2,3,2,3,3,3,2,3,2,0.7507,0.5623,0.6288,0.579,0.5332,0.3725,0.2299,0.59,0.5305,0.6205,0.5304,0.41,0.5804,0.8186,0.1981
JT52345+UA16891,2p,2,4,4,3,3,4,4,3,3,4,4,4,2,2,2,0.4418,0.7534,0.849,0.4322,0.4473,0.493,0.4501,0.59,0.5721,0.7645,0.5345,0.5887,0.3311,0.5665,0.3892
JT52345+UA16918,2p,2,3,3,3,3,3,4,4,3,3,4,3,2,3,3,0.4418,0.4889,0.7354,0.4557,0.6315,0.4445,0.536,0.8282,0.8865,0.6205,0.6329,0.4917,0.4294,0.8186,0.4931
JT52345+C91C,2p,3,3,2,3,3,3,4,3,4,4,2,2,3,3,3,0.7507,0.7105,0.6288,0.4557,0.6315,0.4708,0.446,0.4681,0.8893,0.7645,0.3628,0.2867,0.676,0.8186,0.59
JT52346+MT97199,2p,3,3,2,2,2,3,3,2,2,3,4,4,3,4,3,0.6787,0.7105,0.6288,0.2937,0.4183,0.5138,0.3504,0.4487,0.7438,0.6288,0.3795,0.5443,0.7743,0.946,0.5775
JT52346+OT07767,2p,3,3,2,4,3,3,3,2,2,4,2,4,3,3,3,0.4515,0.5623,0.6288,0.4807,0.6731,0.5138,0.3449,0.4487,0.7438,0.7881,0.1094,0.3379,0.7743,0.6939,0.5775
JT52346+UT58314,2p,4,3,3,4,4,3,3,3,2,4,3,4,3,3,3,0.7604,0.4889,0.3975,0.5416,0.8296,0.3296,0.3324,0.7216,0.7438,0.7728,0.277,0.4599,0.7743,0.8186,0.4806
JT52346+WT52471,2p,3,3,2,3,4,3,3,4,2,2,4,4,3,4,3,0.6787,0.7105,0.6288,0.4322,0.6108,0.2535,0.2673,0.7063,0.7438,0.4238,0.6052,0.4599,0.5485,0.7438,0.5775
JT52346+C33C,2p,3,3,3,3,4,4,4,3,2,4,3,3,3,3,3,0.4515,0.5623,0.7922,0.4073,0.6966,0.6121,0.3795,0.4653,0.7438,0.6565,0.2756,0.4654,0.525,0.8186,0.5789
JT52346+C46C,2p,3,3,3,2,3,2,2,2,3,2,4,4,2,2,3,0.6787,0.4847,0.5844,0.2937,0.6731,0.2313,0.2299,0.4487,0.8865,0.4238,0.6052,0.4599,0.4294,0.5665,0.4806
